traj_idx,frame,x,y,alpha,D,state
0.0,0.0,26.281217453925308,85.14990797006918,1.3525715706096595,0.033412667778864126,2.0
0.0,1.0,26.755557491224508,85.49172529431428,1.3525715706096595,0.033412667778864126,2.0
0.0,2.0,26.00515794865709,85.51717891211567,1.3525715706096595,0.033412667778864126,2.0
0.0,3.0,26.03260113325927,85.9557020672545,1.3525715706096595,0.033412667778864126,2.0
0.0,4.0,25.947265927207383,86.45697363359541,1.3525715706096595,0.033412667778864126,2.0
0.0,5.0,25.935972590393607,86.27156407395088,1.3525715706096595,0.033412667778864126,2.0
0.0,6.0,25.980500134413024,86.38388726701105,1.3525715706096595,0.033412667778864126,2.0
0.0,7.0,25.862757773167612,86.04646666645661,1.3525715706096595,0.033412667778864126,2.0
0.0,8.0,25.850100751043303,86.26438843826169,1.3525715706096595,0.033412667778864126,2.0
0.0,9.0,25.832484078270113,86.38731163732136,1.3525715706096595,0.033412667778864126,2.0
0.0,10.0,25.853824540451658,86.92703044568749,1.3525715706096595,0.033412667778864126,2.0
0.0,11.0,26.436901697428357,87.24383653092335,1.3525715706096595,0.033412667778864126,2.0
0.0,12.0,26.661839943032454,87.14375271861967,1.3525715706096595,0.033412667778864126,2.0
0.0,13.0,26.55556867608499,87.51572156947948,1.3525715706096595,0.033412667778864126,2.0
0.0,14.0,26.51059088062163,87.71509311258366,1.3525715706096595,0.033412667778864126,2.0
0.0,15.0,26.085503423873085,87.6701401039316,1.3525715706096595,0.033412667778864126,2.0
0.0,16.0,26.176743741598624,87.86130065933618,1.3525715706096595,0.033412667778864126,2.0
0.0,17.0,26.269163340674755,87.87944919038166,1.3525715706096595,0.033412667778864126,2.0
0.0,18.0,26.026342668372433,87.69797254913946,1.3525715706096595,0.033412667778864126,2.0
0.0,19.0,26.372329652022856,87.84998240399676,1.3525715706096595,0.033412667778864126,2.0
0.0,20.0,26.3646655441143,87.87620839143098,1.3525715706096595,0.033412667778864126,2.0
0.0,21.0,26.40293341842722,88.10675745613976,1.3525715706096595,0.033412667778864126,2.0
1.0,30.0,32.81687108612453,111.84217363516,0.5117287689301393,50.91049672166341,2.0
1.0,31.0,29.18153324263127,104.10637529969584,0.5117287689301393,50.91049672166341,2.0
1.0,32.0,20.07140735557903,107.58773839772567,0.5117287689301393,50.91049672166341,2.0
1.0,33.0,23.585655017412048,109.94203000963506,0.5117287689301393,50.91049672166341,2.0
1.0,34.0,26.505379784736,96.90111997945176,1.5895222946151024,0.3594805934605267,2.0
1.0,35.0,23.847358937093624,97.45491590503227,1.5895222946151024,0.3594805934605267,2.0
1.0,36.0,21.874453298735535,98.0646651779214,1.5895222946151024,0.3594805934605267,2.0
1.0,37.0,18.964282582426417,98.2852310488946,1.5895222946151024,0.3594805934605267,2.0
1.0,38.0,16.309641300991697,99.77648394567123,1.5895222946151024,0.3594805934605267,2.0
1.0,39.0,16.163942024000974,99.67742337027691,1.5895222946151024,0.3594805934605267,2.0
1.0,40.0,15.41597023179743,98.80576366573396,1.5895222946151024,0.3594805934605267,2.0
1.0,41.0,15.718242171938355,100.15795272062427,1.5895222946151024,0.3594805934605267,2.0
1.0,42.0,17.471298578034055,99.93775865573855,1.5895222946151024,0.3594805934605267,2.0
1.0,43.0,18.603757617706826,100.21959773469534,1.5895222946151024,0.3594805934605267,2.0
1.0,44.0,18.40578883979238,100.62742739529972,1.5895222946151024,0.3594805934605267,2.0
1.0,45.0,17.83950224518848,102.60907281868867,1.5895222946151024,0.3594805934605267,2.0
1.0,46.0,17.621355962787575,103.1290862262477,1.5895222946151024,0.3594805934605267,2.0
1.0,47.0,17.99092299370087,103.26305427061192,1.5895222946151024,0.3594805934605267,2.0
1.0,48.0,18.142438485586407,102.43225542271234,1.5895222946151024,0.3594805934605267,2.0
1.0,49.0,17.148976152102268,102.88209459655096,1.5895222946151024,0.3594805934605267,2.0
1.0,50.0,18.020822632389162,103.65550168392232,1.5895222946151024,0.3594805934605267,2.0
1.0,51.0,17.73103105402889,103.80324036488024,1.5895222946151024,0.3594805934605267,2.0
1.0,52.0,17.491131407975825,103.287565835046,1.5895222946151024,0.3594805934605267,2.0
1.0,53.0,16.40439666960202,103.38059143056451,1.5895222946151024,0.3594805934605267,2.0
1.0,54.0,16.715932864769506,103.60706411963653,1.5895222946151024,0.3594805934605267,2.0
1.0,55.0,17.696492094634273,104.45007228486638,1.5895222946151024,0.3594805934605267,2.0
1.0,56.0,18.24488068297219,105.23064946588657,1.5895222946151024,0.3594805934605267,2.0
1.0,57.0,18.948633815996608,105.56693515601593,1.5895222946151024,0.3594805934605267,2.0
1.0,58.0,18.428932219302837,106.94163183154645,1.5895222946151024,0.3594805934605267,2.0
1.0,59.0,18.94084538490372,108.04435573034687,1.5895222946151024,0.3594805934605267,2.0
1.0,60.0,20.371081530351614,108.29256941404488,1.5895222946151024,0.3594805934605267,2.0
1.0,61.0,22.71892178763155,108.93169913916769,1.5895222946151024,0.3594805934605267,2.0
1.0,62.0,24.30601151173214,108.55406364928693,1.5895222946151024,0.3594805934605267,2.0
1.0,63.0,24.52885969402928,109.26547788877956,1.5895222946151024,0.3594805934605267,2.0
1.0,64.0,24.07134504753776,110.08645397592683,1.5895222946151024,0.3594805934605267,2.0
1.0,65.0,23.59555159268281,110.81603074532268,1.5895222946151024,0.3594805934605267,2.0
1.0,66.0,23.77884788579581,112.43480455087773,1.5895222946151024,0.3594805934605267,2.0
1.0,67.0,24.78622935842017,112.61546810803374,1.5895222946151024,0.3594805934605267,2.0
1.0,68.0,24.82200547520561,113.94009611402187,1.5895222946151024,0.3594805934605267,2.0
1.0,69.0,23.51846962490187,114.62302300222512,1.5895222946151024,0.3594805934605267,2.0
1.0,70.0,23.580779883485057,114.73593947848508,1.5895222946151024,0.3594805934605267,2.0
1.0,71.0,22.515007590081883,113.8365748366703,1.5895222946151024,0.3594805934605267,2.0
1.0,72.0,22.37671383524022,113.12504514336072,1.5895222946151024,0.3594805934605267,2.0
1.0,73.0,21.794645399441972,114.24040194755061,1.5895222946151024,0.3594805934605267,2.0
1.0,74.0,20.957684326420797,114.19014600321783,1.5895222946151024,0.3594805934605267,2.0
1.0,75.0,20.511430306811015,115.85886293775985,1.5895222946151024,0.3594805934605267,2.0
1.0,76.0,20.01240647436878,116.16169020096144,1.5895222946151024,0.3594805934605267,2.0
1.0,77.0,20.501082032552773,115.77340278766223,1.5895222946151024,0.3594805934605267,2.0
1.0,78.0,19.65145224185993,116.01332323756601,1.5895222946151024,0.3594805934605267,2.0
1.0,79.0,19.33737624506058,116.25585828161344,1.5895222946151024,0.3594805934605267,2.0
1.0,80.0,18.544636148209825,115.65074125244762,1.5895222946151024,0.3594805934605267,2.0
1.0,81.0,18.58772393469024,115.42670552504886,1.5895222946151024,0.3594805934605267,2.0
1.0,82.0,19.20231833955448,115.6408490545349,1.5895222946151024,0.3594805934605267,2.0
1.0,83.0,19.111350333670174,115.46838988530641,1.5895222946151024,0.3594805934605267,2.0
1.0,84.0,18.674793599570954,115.74845090615663,1.5895222946151024,0.3594805934605267,2.0
1.0,85.0,17.38137348503379,114.71377834557549,1.5895222946151024,0.3594805934605267,2.0
1.0,86.0,17.026763676823485,114.031293805584,1.5895222946151024,0.3594805934605267,2.0
1.0,87.0,14.779168089688909,131.82641422017895,1.5895222946151024,0.3594805934605267,2.0
2.0,159.0,107.3353273351352,164.99443832057457,1.1659032678271855,0.016678201192120608,2.0
2.0,160.0,107.35220571401355,164.8431757286428,1.1659032678271855,0.016678201192120608,2.0
2.0,161.0,107.12405273055872,164.11241206035004,1.1659032678271855,0.016678201192120608,2.0
2.0,162.0,106.96847525167755,164.38842266061909,1.1659032678271855,0.016678201192120608,2.0
2.0,163.0,106.75750137874252,163.91495514896917,1.1659032678271855,0.016678201192120608,2.0
2.0,164.0,106.63894408112654,164.14473974255688,1.1659032678271855,0.016678201192120608,2.0
2.0,165.0,106.50943367356852,164.3269050750113,1.1659032678271855,0.016678201192120608,2.0
2.0,166.0,105.93385165274053,164.18854848833652,1.1659032678271855,0.016678201192120608,2.0
2.0,167.0,105.94962352008827,163.5551002399394,1.1659032678271855,0.016678201192120608,2.0
2.0,168.0,105.66373986853229,163.63374602389058,1.1659032678271855,0.016678201192120608,2.0
2.0,169.0,106.05469642536671,163.55849752023914,1.1659032678271855,0.016678201192120608,2.0
2.0,170.0,106.11713133778836,163.55035918574364,1.1659032678271855,0.016678201192120608,2.0
2.0,171.0,105.92066136986229,163.43661896852615,1.1659032678271855,0.016678201192120608,2.0
2.0,172.0,105.67189662465698,163.16312276450577,1.1659032678271855,0.016678201192120608,2.0
2.0,173.0,105.68162602533081,163.28243425041597,1.1659032678271855,0.016678201192120608,2.0
2.0,174.0,105.44148874152798,163.42336641880374,1.6465182550511295,0.5556036432453813,2.0
2.0,175.0,105.03135505267767,162.70554197414032,1.6465182550511295,0.5556036432453813,2.0
2.0,176.0,104.27013534215976,162.03484277564286,1.6465182550511295,0.5556036432453813,2.0
2.0,177.0,103.48668988639227,160.86679056920195,1.6465182550511295,0.5556036432453813,2.0
2.0,178.0,102.55361099157766,159.49610164545524,1.6465182550511295,0.5556036432453813,2.0
2.0,179.0,101.71518503494347,159.88852466756524,1.6465182550511295,0.5556036432453813,2.0
2.0,180.0,100.3501220072652,160.8152796604528,1.6465182550511295,0.5556036432453813,2.0
2.0,181.0,98.76663044821682,160.10075422374558,1.6465182550511295,0.5556036432453813,2.0
2.0,182.0,99.55279024359797,160.02754736737305,1.6465182550511295,0.5556036432453813,2.0
2.0,183.0,98.97447074202069,159.76954411025687,1.6465182550511295,0.5556036432453813,2.0
2.0,184.0,96.32512485339497,160.47098442621146,1.6465182550511295,0.5556036432453813,2.0
2.0,185.0,93.35435518164682,159.93230342575941,1.6465182550511295,0.5556036432453813,2.0
2.0,186.0,91.10518127734093,158.64244612689393,1.6465182550511295,0.5556036432453813,2.0
2.0,187.0,90.5947516806907,157.98834201973366,1.6465182550511295,0.5556036432453813,2.0
2.0,188.0,88.58257551371373,159.09539458601566,1.6465182550511295,0.5556036432453813,2.0
2.0,189.0,86.88943019962414,159.50155723720434,1.6465182550511295,0.5556036432453813,2.0
2.0,190.0,86.30090373140321,160.03289447033123,1.6465182550511295,0.5556036432453813,2.0
2.0,191.0,85.79280387805284,159.63288091631006,1.6465182550511295,0.5556036432453813,2.0
2.0,192.0,85.8811946297207,158.88641197688256,1.6465182550511295,0.5556036432453813,2.0
2.0,193.0,85.01389090698785,159.0191349567532,1.6465182550511295,0.5556036432453813,2.0
2.0,194.0,84.25023873356766,160.53357417445838,1.6465182550511295,0.5556036432453813,2.0
2.0,195.0,82.92256489823586,159.85206424479134,1.6465182550511295,0.5556036432453813,2.0
2.0,196.0,82.3935200805964,161.07726369498207,1.6465182550511295,0.5556036432453813,2.0
2.0,197.0,82.67682818047734,162.28416195456163,1.6465182550511295,0.5556036432453813,2.0
2.0,198.0,82.44991741892692,162.29736616025227,1.6465182550511295,0.5556036432453813,2.0
2.0,199.0,81.47359640861129,162.01172204591373,1.6465182550511295,0.5556036432453813,2.0
3.0,9.0,125.85656557636327,95.77513256423852,0.5845662426179123,49.1570727056621,2.0
3.0,10.0,128.79660323538997,93.31234948895083,0.5845662426179123,49.1570727056621,2.0
3.0,11.0,118.26744074143446,94.95450309445185,0.5845662426179123,49.1570727056621,2.0
3.0,12.0,98.62596882713459,78.85786322476496,0.5845662426179123,49.1570727056621,2.0
3.0,13.0,122.24910426224116,66.13788681286087,0.5845662426179123,49.1570727056621,2.0
3.0,14.0,116.05319829496676,61.92712080136519,0.5845662426179123,49.1570727056621,2.0
3.0,15.0,120.72194066388907,60.980046683276,0.5845662426179123,49.1570727056621,2.0
3.0,16.0,103.6352376762454,71.64306489170166,0.5845662426179123,49.1570727056621,2.0
