traj_idx,frame,x,y,alpha,D,state
0.0,0.0,63.67635759558441,64.19788944402285,0.07817980353007159,0.055603663772955204,2.0
0.0,1.0,63.26890322687745,64.19317017198618,0.07817980353007159,0.055603663772955204,2.0
0.0,2.0,63.619835888335714,64.28444116851627,0.07817980353007159,0.055603663772955204,2.0
0.0,3.0,63.25411123418409,64.07290809443506,0.07817980353007159,0.055603663772955204,2.0
0.0,4.0,64.10827880219635,63.807263437329944,0.07817980353007159,0.055603663772955204,2.0
0.0,5.0,63.32883170760794,64.26208097403786,0.07817980353007159,0.055603663772955204,2.0
0.0,6.0,63.603234270315696,64.11343286126021,0.07817980353007159,0.055603663772955204,2.0
0.0,7.0,63.588613317114245,64.07883631606958,0.07817980353007159,0.055603663772955204,2.0
0.0,8.0,63.56119365347117,64.27193642869493,0.07817980353007159,0.055603663772955204,2.0
0.0,9.0,63.66481717581545,64.48314222769535,0.07817980353007159,0.055603663772955204,2.0
0.0,10.0,63.55565202850379,64.40480624153764,0.07817980353007159,0.055603663772955204,2.0
0.0,11.0,63.286189284488266,64.21626059659212,0.07817980353007159,0.055603663772955204,2.0
0.0,12.0,63.99448745912553,64.17675417339379,0.07817980353007159,0.055603663772955204,2.0
0.0,13.0,63.813818898707446,63.99912000397196,0.07817980353007159,0.055603663772955204,2.0
0.0,14.0,63.68788384337164,63.778863564138724,0.07817980353007159,0.055603663772955204,2.0
0.0,15.0,63.22527789670975,64.33314659161513,0.07817980353007159,0.055603663772955204,2.0
0.0,16.0,63.96214933238269,64.36356145547587,0.07817980353007159,0.055603663772955204,2.0
0.0,17.0,63.30361511284499,64.2461264231171,0.07817980353007159,0.055603663772955204,2.0
0.0,18.0,63.90447183014905,64.09596521877977,0.07817980353007159,0.055603663772955204,2.0
0.0,19.0,63.72594476333784,64.04592017355682,0.07817980353007159,0.055603663772955204,2.0
0.0,20.0,63.811180782281546,64.37514490893821,0.07817980353007159,0.055603663772955204,2.0
0.0,21.0,63.30575259553847,64.07431304479685,0.07817980353007159,0.055603663772955204,2.0
