55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 0.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 4.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 6.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 10.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 13.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 17.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 21.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 22.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 23.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 31.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 33.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 36.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 37.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 38.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 41.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 46.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 48.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 51.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 52.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 53.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 54.000000, 
55.610481, 52.864669, 67.976070, 69.568658, 59.746349, 62.131518, 67.738610, 66.928264, 47.192605, 44.236598, 64.894783, 59.863005, 50.893180, 57.326565, 63.876485, 51.969251, 57.000000, 
