traj_idx,frame,x,y,alpha,D,state
0.0,0.0,122.09182233692304,68.7414405592254,0.1459506311374007,0.04197827296527662,2.0
0.0,1.0,122.04839080448335,68.22152861290245,0.1459506311374007,0.04197827296527662,2.0
0.0,2.0,121.9519544646657,67.85453259934557,0.1459506311374007,0.04197827296527662,2.0
0.0,3.0,121.53010181414187,68.11242241164513,0.1459506311374007,0.04197827296527662,2.0
0.0,4.0,122.07068814622953,67.81387604343104,0.1459506311374007,0.04197827296527662,2.0
0.0,5.0,122.67361064651979,68.18259640653132,0.1459506311374007,0.04197827296527662,2.0
0.0,6.0,122.55756397251356,68.39750833292273,0.1459506311374007,0.04197827296527662,2.0
0.0,7.0,122.25666945333856,68.4589177022807,0.1459506311374007,0.04197827296527662,2.0
0.0,8.0,122.23523060073593,68.65162484727891,0.1459506311374007,0.04197827296527662,2.0
0.0,9.0,121.9922882150489,68.30286846368578,0.1459506311374007,0.04197827296527662,2.0
0.0,10.0,122.35580026220924,68.50501914706491,0.1459506311374007,0.04197827296527662,2.0
0.0,11.0,122.50016216698776,68.15247971721794,0.1459506311374007,0.04197827296527662,2.0
0.0,12.0,121.98183681892367,68.40141480691179,0.1459506311374007,0.04197827296527662,2.0
0.0,13.0,121.77945739469818,68.17503570666766,0.1459506311374007,0.04197827296527662,2.0
0.0,14.0,121.73874511317989,68.54323954009709,0.1459506311374007,0.04197827296527662,2.0
0.0,15.0,122.19890407242026,68.6400478017663,0.1459506311374007,0.04197827296527662,2.0
0.0,16.0,122.26912985768622,69.0345648325572,0.1459506311374007,0.04197827296527662,2.0
0.0,17.0,122.21933828001363,68.98064510110133,0.1459506311374007,0.04197827296527662,2.0
0.0,18.0,122.46174033007937,68.52243774082456,0.1459506311374007,0.04197827296527662,2.0
0.0,19.0,122.48182086603715,68.30498811775104,0.1459506311374007,0.04197827296527662,2.0
0.0,20.0,122.45364272070358,68.33516796648244,0.1459506311374007,0.04197827296527662,2.0
0.0,21.0,122.43372405070394,67.9452547325275,0.1459506311374007,0.04197827296527662,2.0
0.0,22.0,122.64034952998225,68.19928446571626,0.1459506311374007,0.04197827296527662,2.0
0.0,23.0,122.3778385098604,68.09149045161949,0.1459506311374007,0.04197827296527662,2.0
0.0,24.0,122.62970975293356,68.57390566338647,0.1459506311374007,0.04197827296527662,2.0
0.0,25.0,122.41960013419023,68.14386559989936,0.1459506311374007,0.04197827296527662,2.0
0.0,26.0,122.44821721706647,68.51392513800015,0.1459506311374007,0.04197827296527662,2.0
0.0,27.0,122.36313080236992,68.10357148889642,0.1459506311374007,0.04197827296527662,2.0
0.0,28.0,122.12111714184525,68.140720292816,0.1459506311374007,0.04197827296527662,2.0
0.0,29.0,122.21937148396279,68.13088764207056,0.1459506311374007,0.04197827296527662,2.0
0.0,30.0,122.19809463988499,68.31394128914935,0.1459506311374007,0.04197827296527662,2.0
0.0,31.0,121.81199667887691,68.31112647054312,0.1459506311374007,0.04197827296527662,2.0
0.0,32.0,121.9483562866502,68.45245447817,0.2868641450700467,0.459262709890131,2.0
0.0,33.0,122.99832437633577,69.65625145116769,0.2868641450700467,0.459262709890131,2.0
0.0,34.0,122.26088295027745,68.61732046870785,0.2868641450700467,0.459262709890131,2.0
0.0,35.0,121.79523235769108,70.73585581257628,0.2868641450700467,0.459262709890131,2.0
0.0,36.0,123.91390471105697,69.52881520697017,0.2868641450700467,0.459262709890131,2.0
0.0,37.0,122.06263643349898,68.97329984678018,0.2868641450700467,0.459262709890131,2.0
0.0,38.0,123.20750086019369,70.62880594101081,0.2868641450700467,0.459262709890131,2.0
0.0,39.0,122.85850361466672,69.06228019631766,0.2868641450700467,0.459262709890131,2.0
0.0,40.0,121.5037350321046,70.66579388716187,0.2868641450700467,0.459262709890131,2.0
0.0,41.0,120.89412641166109,69.2493631956787,0.2868641450700467,0.459262709890131,2.0
0.0,42.0,121.5707534971662,70.07819963745807,0.2868641450700467,0.459262709890131,2.0
