27.308997,26.01855,26.652463,28.093803,31.965659,35.752383,47.504821,47.504821,47.504821,47.504821,47.504821,47.504821,47.504821,47.504821,47.504821,47.504821,47.504821,47.504821,47.504821,47.504821,48.029837,53.042516,51.493625,55.756533,51.645287,46.918561,47.340991,47.340991,47.340991,47.340991,47.340991,47.340991,47.340991,47.340991,47.340991,47.340991,47.340991,47.340991,47.340991,47.340991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.029107,39.349891,27.272205,32.808913,39.200996,39.200996,39.200996,39.200996,39.200996,39.200996,39.200996,39.200996,39.200996,39.200996,39.200996,39.200996,39.200996,39.200996,39.200996,39.200996,100.770685,101.019989,94.438424,104.599341,113.884276,113.884276,113.884276,113.884276,113.884276,113.884276,113.884276,113.884276,113.884276,113.884276,113.884276,113.884276,113.884276,113.884276,113.884276,113.884276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07847,4.899542,11.86088,12.736172,12.780386,17.859718,15.746182,20.898667,19.832348,14.243896,12.880696,9.40094,14.468216,11.009531,11.920587,16.87627,18.972909,19.195676,19.839796,32.215155,33.092434,23.003013,19.388344,26.851145,17.990064,12.880935,12.994101,9.83923,10.396861,4.50014,8.913868,7.03681,0.0,7.979534,0.911077,5.06496,0.0,5.031089,2.068926,14.949064,6.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,127.0,127.0,122.0,127.0,121.0,122.0,122.0,121.0,122.0,122.0,122.0,122.0,122.0,121.347305,118.795661,123.902531,126.248346,119.992923,116.787515,123.79128,110.662638,119.065551,121.713617,120.034971,117.043517,114.340998,113.975426,114.711444,115.887992,112.23756,109.383937,102.836204,97.848315,100.804646,98.167704,106.15474,105.840087,104.147351,111.98008,103.937234,103.263391,103.360059,104.523404,102.918348,94.015116,100.0,105.328291,109.417102,107.179064,117.0,110.718194,121.010093,117.12095,127.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.424699,78.737879,78.737879,78.737879,78.737879,78.737879,78.737879,78.737879,78.737879,78.737879,78.737879,78.737879,78.737879,78.737879,78.737879,78.737879,78.737879,78.737879,78.737879,78.737879,29.288918,20.908928,20.908928,20.908928,20.908928,20.908928,20.908928,20.908928,20.908928,20.908928,20.908928,20.908928,20.908928,20.908928,20.908928,20.908928,20.908928,20.908928,20.908928,20.908928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99.368863,108.0,105.007395,105.007395,105.007395,105.007395,105.007395,105.007395,105.007395,105.007395,105.007395,105.007395,105.007395,105.007395,105.007395,105.007395,105.007395,105.007395,105.007395,105.007395,25.711643,18.0,30.14517,30.14517,30.14517,30.14517,30.14517,30.14517,30.14517,30.14517,30.14517,30.14517,30.14517,30.14517,30.14517,30.14517,30.14517,30.14517,30.14517,30.14517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.685852,61.766742,68.325539,69.441416,72.832853,72.832853,72.832853,72.832853,72.832853,72.832853,72.832853,72.832853,72.832853,72.832853,72.832853,72.832853,72.832853,72.832853,72.832853,72.832853,94.714775,89.180591,80.846348,91.590089,79.950793,79.950793,79.950793,79.950793,79.950793,79.950793,79.950793,79.950793,79.950793,79.950793,79.950793,79.950793,79.950793,79.950793,79.950793,79.950793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.993558,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,69.750355,59.0,64.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.0,6.172045,4.487836,13.650843,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,127.0,123.383123,108.906477,117.410011,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.293167,100.068312,101.299038,101.299038,101.299038,101.299038,101.299038,101.299038,101.299038,101.299038,101.299038,101.299038,101.299038,101.299038,101.299038,101.299038,101.299038,101.299038,101.299038,101.299038,80.365357,79.071617,64.207639,64.207639,64.207639,64.207639,64.207639,64.207639,64.207639,64.207639,64.207639,64.207639,64.207639,64.207639,64.207639,64.207639,64.207639,64.207639,64.207639,64.207639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.75814,23.874616,28.77738,21.070607,20.441938,27.854134,32.148064,32.148064,32.148064,32.148064,32.148064,32.148064,32.148064,32.148064,32.148064,32.148064,32.148064,32.148064,32.148064,32.148064,71.970953,69.796101,69.794213,59.899002,53.500417,44.976403,48.869559,48.869559,48.869559,48.869559,48.869559,48.869559,48.869559,48.869559,48.869559,48.869559,48.869559,48.869559,48.869559,48.869559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
